fuente,nombre_proyecto,campo_sectorial,COD_DANE,anio_inicio,clase,motivo
renare,GROUPED PROJECT FOR REDUCING EMISSIONS FROM DEFORESTATION AND FOREST DEGRADATION REDD - IN THE REGIONAL NATURAL PARK: BIOLOGICAL CORRIDOR PNN PURACE PNN CUEVA DE LOS GUACHAROS,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Implementacion de actividades para la disminucion de la deforestacion en la zona del proyecto, como sistemas de produccion sostenible a traves de reconversio",,,REDD_PLUS,sector~\bREDD\b
renare,GROUPED PROJECT FOR REDUCING EMISSIONS FROM DEFORESTATION AND FOREST DEGRADATION REDD - IN THE REGIONAL NATURAL PARK: BIOLOGICAL CORRIDOR PNN PURACE PNN CUEVA DE LOS GUACHAROS,Proyecto REDD+ | ,19585,,REDD_PLUS,sector~\bREDD\b
renare,GUANIA REDD+ PROJECT,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Gobernanza ambiental y gobernabilidad delos pueblos indigenas; Seguridad y soberania alimentaria; Bioeconomia sostenible; Salud; Promocion y fortalecimientos,,,REDD_PLUS,sector~\bREDD\b
renare,GUANIA REDD+ PROJECT,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Guainia III,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Proteccion de los Bosques y Conservacion Ambiental, Gobernanza Forestal y Autonomia Indigena, Buen Vivir y produccion sostenible, Proteccion de los conocimie",,,REDD_PLUS,sector~\bREDD\b
renare,Guainia III,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Infraestructuras Ecosistemicas REDD+ para los campesinos de Antioquia Colombia,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Capacitaciones en REDD y servicios ecosistemicos, monitoreo de conservacion del bosque, acuerdos de conservacion, proyectos productivos comunitarios, fortale",,,REDD_PLUS,sector~\bREDD\b
renare,Infraestructuras Ecosistemicas REDD+ para los campesinos de Antioquia Colombia,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,KUVAY MACARO VIDI REDD+ CARURU,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Reduccion de las emisiones de GEI a causa de la degradacion forestal no planeada', 'tasa_cambio_1': '', 'tipo_actividad_1': 714, 'contribucion_propia_1': '',",,,REDD_PLUS,sector~\bREDD\b
renare,KUVAY MACARO VIDI REDD+ CARURU,Proyecto REDD+ | ,97161,,REDD_PLUS,sector~\bREDD\b
renare,MARENA ICHENA - NAG+MA ENOYE RAFUE,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,MARENA ICHENA - NAG+MA ENOYE RAFUE,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI CONSERVACION ANCESTRAL,"Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""BOSQUES""}', 'tipo_actividad_1': 46, 'descripcion_actividad_1': 'Para asegurar la integridad del Proyecto REDD+ Matani, se ha establecido un protoc",,,REDD_PLUS,sector~\bREDD\b
renare,MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI CONSERVACION ANCESTRAL,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Makaro Ap+ro,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Las acciones se establecen en el plan estrategico del proyecto.', 'tasa_cambio_1': '', 'tipo_actividad_1': 706, 'contribucion_propia_1': '$ 0', 'costo_total_",,,REDD_PLUS,sector~\bREDD\b
renare,Makaro Ap+ro,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Maloca Vaupes,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza y control territorial; fortalecimiento de actividades tradicionales de produccion amazonica basada en productos no maderable,,,REDD_PLUS,sector~\bREDD\b
renare,Maloca Vaupes,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,ORIGEN ATRATO-BAUDO REDD+ PROJECT,"Proyecto REDD+ | [{'acciones_redd_mas_1': '1: Proteccion, conservacion y recuperacion de los bosques y la biodiversidad.\n2: Economias sostenibles\n3: Autonomia territorial\n4: Adaptacion al cambio cl",,,REDD_PLUS,sector~\bREDD\b
renare,ORIGEN ATRATO-BAUDO REDD+ PROJECT,Proyecto REDD+ | ,27050,,REDD_PLUS,sector~\bREDD\b
renare,Orinoco2 P1,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Evitar cambio de uso del suelo en sabana natural a partir de practicas productivas sostenibles', 'tasa_cambio_1': '', 'tipo_actividad_1': 704, 'contribucion_",,,REDD_PLUS,sector~\bREDD\b
renare,Orinoco2 P1,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Orinoco2 P2,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Evitar cambio de uso del suelo en sabana natural a partir de practicas productivas sostenibles', 'tasa_cambio_1': '', 'tipo_actividad_1': 704, 'contribucion_",,,REDD_PLUS,sector~\bREDD\b
renare,Orinoco2 P2,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,PARAMUNO Proyecto 1,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Acciones de conservacion, eco turismo y gestion del conocimiento', 'tasa_cambio_1': '', 'tipo_actividad_1': 704, 'contribucion_propia_1': '', 'costo_total_1'",,,REDD_PLUS,sector~\bREDD\b
renare,PARAMUNO Proyecto 1,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,PITUGUCAJUDE,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Proteccion de los Bosques y Conservacion Ambiental, Gobernanza Forestal y Autonomia Indigena, Buen Vivir y produccion sostenible, Proteccion de los conocimie",,,REDD_PLUS,sector~\bREDD\b
renare,PITUGUCAJUDE,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,PROYECTO COMUNITARIO COCOMACIA REDD+ CHOCO / ANTIOQUIA COLOMBIA,Proyecto REDD+ | [{'acciones_redd_mas_1': 'a) reduccion de las emisiones debidas a la deforestacion;\nb) reduccion de las emisiones debidas a la degradacion forestal;\nc) conservacion de las reservas ,,,REDD_PLUS,sector~\bREDD\b
renare,PROYECTO COMUNITARIO COCOMACIA REDD+ CHOCO / ANTIOQUIA COLOMBIA,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,PROYECTO REDD+ CUENCA ALTO BAUDO,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Etno desarrollo foresal sostenible, Monitoreo forestal comunitario', 'tasa_cambio_1': '', 'tipo_actividad_1': 714, 'contribucion_propia_1': '', 'costo_total_",,,REDD_PLUS,sector~\bREDD\b
renare,PROYECTO REDD+ CUENCA ALTO BAUDO,Proyecto REDD+ | ,27025,,REDD_PLUS,sector~\bREDD\b
renare,PROYECTO REDD+ MACROTERRITORIO JAGUARES DE YURUPARI,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,PROYECTO REDD+ MACROTERRITORIO JAGUARES DE YURUPARI,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"PROYECTO URAMIA - Proyecto REDD+ de Conservacion Forestal Liderado por la Comunidad en Choco, Colombia","Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""Deforestation""}', 'tipo_actividad_1': 48, 'descripcion_actividad_1': 'El proyecto tiene como objetivo conservar una seleccion de 255.220 ha de bos",,,REDD_PLUS,sector~\bREDD\b
renare,"PROYECTO URAMIA - Proyecto REDD+ de Conservacion Forestal Liderado por la Comunidad en Choco, Colombia",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Paramuno Proyecto 2,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,Paramuno Proyecto 2,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Pedeguita y Mancilla REDD+,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Acciones enmarcadas en cuatro componentes:\n- Actividades productivas\n- Inversiones sociales\n- Gobernanza\n- Monitoreo territorial', 'tasa_cambio_1': '', '",,,REDD_PLUS,sector~\bREDD\b
renare,Pedeguita y Mancilla REDD+,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Pedeguita-Jiguamando REDD+,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial; procesos productivos agricolas sostenibles; delimitacion de bosques y areas de proteccion forestal; monitoreo; ,,,REDD_PLUS,sector~\bREDD\b
renare,Pedeguita-Jiguamando REDD+,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"Planeta agradecido con el Gran resguardo indigena del Vaupes, proyecto 1",Proyecto REDD+ | [{'acciones_redd_mas_1': 'Las actividades que se disenaron y se estan implementando se enmarcan en dos lineas de accion: la linea de accion ¿especifica¿ que abarca los 3 segmentos inc,,,REDD_PLUS,sector~\bREDD\b
renare,"Planeta agradecido con el Gran resguardo indigena del Vaupes, proyecto 1",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"Planeta agradecido con el Gran resguardo indigena del Vaupes, proyecto 2",Proyecto REDD+ | [{'acciones_redd_mas_1': 'Las actividades que se disenaron y se estan implementando se enmarcan en dos lineas de accion: la linea de accion ¿especifica¿ que abarca los 3 segmentos inc,,,REDD_PLUS,sector~\bREDD\b
renare,"Planeta agradecido con el Gran resguardo indigena del Vaupes, proyecto 2",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"Planeta agradecido con el Gran resguardo indigena del Vaupes, proyecto 3",Proyecto REDD+ | [{'acciones_redd_mas_1': 'Las actividades que se disenaron y se estan implementando se enmarcan en dos lineas de accion: la linea de accion ¿especifica¿ que abarca los 3 segmentos inc,,,REDD_PLUS,sector~\bREDD\b
renare,"Planeta agradecido con el Gran resguardo indigena del Vaupes, proyecto 3",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Planeta agradecido con el resguardo indigena Bajo Rio Guainia y Rio Negro,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Las actividades que se disenaron y se estan implementando se enmarcan en dos lineas de accion: la linea de accion ¿especifica¿ que abarca los 3 segmentos inc,,,REDD_PLUS,sector~\bREDD\b
renare,Planeta agradecido con el resguardo indigena Bajo Rio Guainia y Rio Negro,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Planeta agradecido con el resguardo indigena Bajo Rio Guainia y Rio Negro II,Proyecto REDD+ | [{'acciones_redd_mas_1': 'En el marco del proyecto se llevaran a cabo diversas actividades enmarcadas en 15 programas los cuales fueron construidos de manera conjunta con las comunida,,,REDD_PLUS,sector~\bREDD\b
renare,Planeta agradecido con el resguardo indigena Bajo Rio Guainia y Rio Negro II,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Planeta agradecido con el resguardo indigena CMARI,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Las actividades que se disenaron y se estan implementando se enmarcan en dos lineas de accion: la linea de accion ¿especifica¿ que abarca los 3 segmentos inc,,,REDD_PLUS,sector~\bREDD\b
renare,Planeta agradecido con el resguardo indigena CMARI,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"Project REDD+ Pacifico Norte-Sur, ACADESAN.","Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""CO2""}', 'tipo_actividad_1': 46, 'descripcion_actividad_1': 'La conservacion de los bosques de la region pacifica colombiana mediante el mecanismo ",,,REDD_PLUS,sector~\bREDD\b
renare,"Project REDD+ Pacifico Norte-Sur, ACADESAN.",Proyecto REDD+ | ,27077,,REDD_PLUS,sector~\bREDD\b
renare,Protection of Mangroves and community developmental activities in the biodiversity hotspot of Colombia,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,Protection of Mangroves and community developmental activities in the biodiversity hotspot of Colombia,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proy REDD+ Respira Futuro: Programa de Actividades para un Aire Limpio,"Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""Fuente directa""}', 'tipo_actividad_1': 48, 'descripcion_actividad_1': 'Prueba', 'fecha_inicial_1': '17/09/2025', 'fecha_final_1': '09/01/2026', 'a",,,REDD_PLUS,sector~\bREDD\b
renare,Proy REDD+ Respira Futuro: Programa de Actividades para un Aire Limpio,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto CHONTA COROZO REDD+,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza, reforestacion participativa, monitoreo y control de la deforestacion, fortalecimiento en educacion, atencion en salud, fort",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto CHONTA COROZO REDD+,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto PELIWAISI REDD+ UNUMA VICHADA,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Se basa en tres lineas: 1) Gestion de recursos naturales: reforestacion con especies nativas, restauracion de areas perturbadas y etnoeducacion. 2) Fortaleci",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto PELIWAISI REDD+ UNUMA VICHADA,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto Planeta Agradecido con el Resguardo Indigena CMARI,Proyecto REDD+ | [{'acciones_redd_mas_1': 'En el marco del proyecto se llevaran a cabo diversas actividades enmarcadas en 15 programas los cuales fueron construidos de manera conjunta con las comunida,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto Planeta Agradecido con el Resguardo Indigena CMARI,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto Planeta agradecido con el resguardo indigena Bajo Rio Guainia y Rio Negro,Proyecto REDD+ | [{'acciones_redd_mas_1': 'En el marco del proyecto se llevaran a cabo diversas actividades enmarcadas en 15 programas los cuales fueron construidos de manera conjunta con las comunida,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto Planeta agradecido con el resguardo indigena Bajo Rio Guainia y Rio Negro,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD Mapiripan,"Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""Deforestacion no planeada""}', 'tipo_actividad_1': 48, 'descripcion_actividad_1': 'El area de aproximadamente 50.000 ha en su primera instancia, se",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD Mapiripan,Proyecto REDD+ | ,13650;50325;94888,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Awakadaa Matsiadali,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Proteccion de los Bosques y Conservacion Ambiental, Gobernanza Forestal y Autonomia Indigena, Buen Vivir y produccion sostenible, Proteccion de los conocimie",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Awakadaa Matsiadali,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Baka Rokarire ~ia tir+~dito,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Proteccion de los Bosques y Conservacion Ambiental, Gobernanza Forestal y Autonomia Indigena, Buen Vivir y produccion sostenible, Proteccion de los conocimie",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Baka Rokarire ~ia tir+~dito,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Bogota Region,"Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""Bosques Andinos""}', 'tipo_actividad_1': 46, 'descripcion_actividad_1': 'El proyecto busca conservar los bosques y coberturas naturales de paramo q",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Bogota Region,Proyecto REDD+ | ,15104;15248;19300,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Cabildo Mayor Indigena de Vigia del Fuerte,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Cabildo Mayor Indigena de Vigia del Fuerte,Proyecto REDD+ | ,05873,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Consejo Comunitario del Rio Guajui REDD,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Consejo Comunitario del Rio Guajui REDD,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Fundacion Biodiversa en tierras bajas del Magdalena,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Fundacion Biodiversa en tierras bajas del Magdalena,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Jocu Bucuro Apuro,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Reduccion de la deforestacion.', 'tasa_cambio_1': '', 'tipo_actividad_1': 706, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': '[{""",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Jocu Bucuro Apuro,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Origen Atrato - Baudo_,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza y el control territorial\nfomento de actividades productivas basadas en el uso y conservacion de la biodiversidad y sus serv,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Origen Atrato - Baudo_,Proyecto REDD+ | ,27050,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto REDD+ Pacifico Norte-Sur, Chanzara y Rio Sequihonda","Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""CO2""}', 'tipo_actividad_1': 46, 'descripcion_actividad_1': 'Los ingresos generados por esta venta de bonos, permitira invertir recursos en accione",,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto REDD+ Pacifico Norte-Sur, Chanzara y Rio Sequihonda",Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto REDD+ Pacifico Norte-Sur, Chanzara y Rio Sequihonda",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto REDD+ Pacifico Norte-Sur, Chanzara y Rio Sequihonda",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto REDD+ Pacifico Norte-Sur, La Voz de los Negros","Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""CO2""}', 'tipo_actividad_1': 46, 'descripcion_actividad_1': 'El Proyecto REDD+ plantea la realizacion de acciones sociales y productivas, enfocadas",,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto REDD+ Pacifico Norte-Sur, La Voz de los Negros","Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""Fuente de Prueba""}', 'tipo_actividad_1': 50, 'descripcion_actividad_1': 'Descripcion de la actividad del proyecto', 'fecha_inicial_1': '29/01/2023",,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto REDD+ Pacifico Norte-Sur, La Voz de los Negros",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto REDD+ Pacifico Norte-Sur, La Voz de los Negros",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Resguardo Indigena Unificado - Selva de Mataven (RIU-SM),"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Prod/Act: P1 Reduccion vulnerabilidad / A1.1 Vigilacia y control del territorio, A1.2 Sistemas de comunicacion, informacion y transporte, A1.3 Fortalecimient",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Resguardo Indigena Unificado - Selva de Mataven (RIU-SM),Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Zona Isana y Surubi,Proyecto REDD+ | [{'acciones_redd_mas_1': 'En el marco del proyecto se llevaran a cabo diversas actividades enmarcadas en 15 programas los cuales fueron construidos de manera conjunta con las comunida,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ Zona Isana y Surubi,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ del Bajo Atrato,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza y el control territorial\nfomento de actividades productivas basadas en el uso y conservacion de la biodiversidad y sus serv,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ del Bajo Atrato,Proyecto REDD+ | ,27050,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ en los Bosques de la cuenca del Rio Otun,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Cuatro lineas estrategicas enfocadas en la implementacion de rutas continuas de vigilancia y control de la deforestacion, actividades de ecoturismo apoyada p",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ en los Bosques de la cuenca del Rio Otun,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ “Futuro Verde”,"Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""Fuente indirecta 1""}', 'tipo_actividad_1': 3772, 'descripcion_actividad_1': 'El programa articula acciones con pueblos indigenas, comunidades camp",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD+ “Futuro Verde”,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD++ PANI,"Proyecto REDD+ | [{'fuente_relacionada_1': '{""value"":""Bosque Region Amazonia""}', 'tipo_actividad_1': 46, 'descripcion_actividad_1': 'Constituye una iniciativa unica por integrar la conservacion ambien",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto REDD++ PANI,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto de Conservacion KALIAWIRI REDD+,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial, reforestacion participativa, procesos productivos sostenibles con productos como cacao, yuca brava, aji, pina, ",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto de Conservacion KALIAWIRI REDD+,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto de Conservacion NAYA REDD+,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial, reforestacion participativa, aprovechamiento sostenible de PFNM para uso medicinal, artesanal y cultural, mejor",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto de Conservacion NAYA REDD+,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto de Conservacion PALAMEKU KUWEI REDD+,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial, reforestacion participativa, procesos productivos sostenibles con productos como cacao, yuca brava, aji, cana d",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto de Conservacion PALAMEKU KUWEI REDD+,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial, reforestacion participativa, procesos productivos agricolas sostenibles incorporacion del ecoturismo para la co",,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto de Conservacion PALAMEKU KUWEI REDD+,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Proyecto de Conservacion PALAMEKU KUWEI REDD+,Proyecto REDD+ | ,94888,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto de Mitigacion Forestal Resguardo Indigena Tikuna, Cocama y Yagua (TICOYA)","Proyecto REDD+ | [{'acciones_redd_mas_1': 'Cinco lineas estrategicas: Recuperacion y rehabilitacion de bosques, Proyectos productivos y empresariales agropecuarios sostenibles, Fortalecimiento de la s",,,REDD_PLUS,sector~\bREDD\b
renare,"Proyecto de Mitigacion Forestal Resguardo Indigena Tikuna, Cocama y Yagua (TICOYA)",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Putumayo REDD+,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,Putumayo REDD+,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ Awia Tuparro+9,Proyecto REDD+ | [{'acciones_redd_mas_1': '1. Capacitacion sobre los efectos de deforestacion y degradacion\n2. Recuperacion de ecosistemas terrestres y acuaticos\nlineas de inversion 4.4 Educacion am,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ Awia Tuparro+9,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ Corpoguavio,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ Corpoguavio,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ JIGRANTU,Proyecto REDD+ | [{'acciones_redd_mas_1': '¿\tFormular y ejecutar el plan de etnodesarrollo fomentado la gobernanza y rescate de las practicas culturales dentro de los Consejos Comunitarios.\n¿\tMejor,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ JIGRANTU,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ Monochoa,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial y forestal; desarrollo de actividades productivas sostenibles y compatibles con la naturaleza; inversion social;,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ Monochoa,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ PAZcifico,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Mejoramiento de las actividades de aprovechamiento forestal, reduccion de cultivos ilicitos y proteccion de manglar.', 'tasa_cambio_1': '', 'tipo_actividad_1",,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ PAZcifico,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ PAZcifico sur,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Identificar las actividades que mitigan y evitan el crecimiento de los factores de deforestacion y degradacion a nivel local por un periodo de 20 anos', 'tas",,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ PAZcifico sur,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ Puerto Zabalo-Los Monos,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial, planificacion y ordenamiento del territorio', 'tasa_cambio_1': '', 'tipo_actividad_1': 50, 'contribucion_propia",,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ Puerto Zabalo-Los Monos,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ conservation of Ethno sustainable Afro-Colombian community in the Tropical Rain Forest of Colombia,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,REDD+ conservation of Ethno sustainable Afro-Colombian community in the Tropical Rain Forest of Colombia,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,REDD++ Manglares del Bajo Baudo,"Proyecto REDD+ | [{'acciones_redd_mas_1': '1. Desarrollo sostenible \n2. Fortalecimeinto de capacidades \n3. Fortalecimiento de Gobernanza y cultura \n4. Conservacion y monitoreo \n', 'tasa_cambio_1':",,,REDD_PLUS,sector~\bREDD\b
renare,REDD++ Manglares del Bajo Baudo,Proyecto REDD+ | ,27077,,REDD_PLUS,sector~\bREDD\b
renare,UNU-MAI REDD+,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de gobernanza, fortalecimiento en educacion, atencion en salud, reforestacion participativa, monitoreo y control de la deforestacion, fortale",,,REDD_PLUS,sector~\bREDD\b
renare,UNU-MAI REDD+,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
